Playoffs,Week,Game,Team,Start,Player,Projection,Points
0,7,4,Die Ubermanner,0,RB,7,6
0,7,4,Die Ubermanner,0,RB,0,0
0,7,4,Die Ubermanner,0,RB,8,8
0,7,4,Die Ubermanner,0,TE,0,0
0,7,4,Die Ubermanner,0,WR,6,16
0,7,4,Die Ubermanner,0,QB,0,0
0,7,4,Ken'nNat,1,QB,17,34
0,7,4,Ken'nNat,1,WR,7,1
0,7,4,Ken'nNat,1,WR,11,12
0,7,4,Ken'nNat,1,WR,7,0
0,7,4,Ken'nNat,1,RB,7,3
0,7,4,Ken'nNat,1,RB,9,3
0,7,4,Ken'nNat,1,TE,8,18
0,7,4,Ken'nNat,1,K,10,-1
0,7,4,Ken'nNat,1,DEF,13,9
0,7,4,Ken'nNat,0,WR,0,0
0,7,4,Ken'nNat,0,TE,5,12
0,7,4,Ken'nNat,0,RB,8,0
0,7,4,Ken'nNat,0,QB,18,33
0,7,4,Ken'nNat,0,RB,0,0
0,7,4,Ken'nNat,0,TE,5,2
0,7,5,Justin's Team,1,QB,NA,NA
0,7,5,Justin's Team,1,WR,7,35
0,7,5,Justin's Team,1,WR,9,15
0,7,5,Justin's Team,1,WR,6,9
0,7,5,Justin's Team,1,RB,13,8
0,7,5,Justin's Team,1,RB,9,7
0,7,5,Justin's Team,1,TE,9,11
0,7,5,Justin's Team,1,K,8,19
0,7,5,Justin's Team,1,DEF,7,4
0,7,5,Justin's Team,0,TE,3,6
0,7,5,Justin's Team,0,WR,5,0
0,7,5,Justin's Team,0,QB,NA,NA
0,7,5,Justin's Team,0,RB,8,2
0,7,5,Justin's Team,0,RB,5,2
0,7,5,Justin's Team,0,WR,7,0
0,7,5,Koersteel,1,QB,14,19
0,7,5,Koersteel,1,WR,6,0
0,7,5,Koersteel,1,WR,6,4
0,7,5,Koersteel,1,WR,13,4
0,7,5,Koersteel,1,RB,12,6
0,7,5,Koersteel,1,RB,9,4
0,7,5,Koersteel,1,TE,9,14
0,7,5,Koersteel,1,K,6,7
0,7,5,Koersteel,1,DEF,11,14
0,7,5,Koersteel,0,WR,0,0
0,7,5,Koersteel,0,QB,16,37
0,7,5,Koersteel,0,RB,4,3
0,7,5,Koersteel,0,WR,6,2
0,7,5,Koersteel,0,TE,2,21
0,7,5,Koersteel,0,K,9,2
0,7,6,Tungahoo,1,QB,24,21
0,7,6,Tungahoo,1,WR,7,1
0,7,6,Tungahoo,1,WR,7,7
0,7,6,Tungahoo,1,WR,7,15
0,7,6,Tungahoo,1,RB,16,20
0,7,6,Tungahoo,1,RB,9,18
0,7,6,Tungahoo,1,TE,8,8
0,7,6,Tungahoo,1,K,9,15
0,7,6,Tungahoo,1,DEF,8,6
0,7,6,Tungahoo,0,RB,8,21
0,7,6,Tungahoo,0,QB,14,29
0,7,6,Tungahoo,0,RB,4,7
0,7,6,Tungahoo,0,WR,6,1
0,7,6,Tungahoo,0,WR,5,0
0,7,6,Tungahoo,0,DEF,7,0
0,7,6,Dem Gulls,1,QB,26,21
0,7,6,Dem Gulls,1,WR,6,8
0,7,6,Dem Gulls,1,WR,7,10
0,7,6,Dem Gulls,1,WR,8,2
0,7,6,Dem Gulls,1,RB,14,11
0,7,6,Dem Gulls,1,RB,12,3
0,7,6,Dem Gulls,1,TE,9,3
0,7,6,Dem Gulls,1,K,9,14
0,7,6,Dem Gulls,1,DEF,11,12
0,7,6,Dem Gulls,0,WR,0,0
0,7,6,Dem Gulls,0,RB,8,11
0,7,6,Dem Gulls,0,WR,6,2
0,7,6,Dem Gulls,0,QB,23,39
0,7,6,Dem Gulls,0,WR,6,12
0,7,6,Dem Gulls,0,DEF,NA,NA
0,8,1,Soccer Team,1,QB,21,6
0,8,1,Soccer Team,1,WR,9,8
0,8,1,Soccer Team,1,WR,8,1
0,8,1,Soccer Team,1,WR,8,1
0,8,1,Soccer Team,1,RB,7,5
0,8,1,Soccer Team,1,RB,8,18
0,8,1,Soccer Team,1,TE,12,11
0,8,1,Soccer Team,1,K,10,6
0,8,1,Soccer Team,1,DEF,13,24
0,8,1,Soccer Team,0,RB,9,8
0,8,1,Soccer Team,0,WR,7,6
0,8,1,Soccer Team,0,WR,NA,NA
0,8,1,Soccer Team,0,TE,4,1
0,8,1,Soccer Team,0,K,10,13
0,8,1,Soccer Team,0,DEF,NA,NA
0,8,1,Ken'nNat,1,QB,19,44
0,8,1,Ken'nNat,1,WR,11,2
0,8,1,Ken'nNat,1,WR,9,2
0,8,1,Ken'nNat,1,WR,6,13
0,8,1,Ken'nNat,1,RB,4,3
0,8,1,Ken'nNat,1,RB,5,7
0,8,1,Ken'nNat,1,TE,6,5
0,8,1,Ken'nNat,1,K,9,14
0,8,1,Ken'nNat,1,DEF,12,15
0,8,1,Ken'nNat,0,RB,NA,NA
0,8,1,Ken'nNat,0,WR,NA,NA
0,8,1,Ken'nNat,0,WR,NA,NA
0,8,1,Ken'nNat,0,RB,0,0
0,8,1,Ken'nNat,0,QB,18,14
0,8,1,Ken'nNat,0,RB,NA,NA
0,8,2,SteaGles,1,QB,20,17
0,8,2,SteaGles,1,WR,9,6
0,8,2,SteaGles,1,WR,8,2
0,8,2,SteaGles,1,WR,10,3
0,8,2,SteaGles,1,RB,8,7
0,8,2,SteaGles,1,RB,7,12
0,8,2,SteaGles,1,TE,10,21
0,8,2,SteaGles,1,K,6,4
0,8,2,SteaGles,1,DEF,16,11
0,8,2,SteaGles,0,WR,4,4
0,8,2,SteaGles,0,RB,NA,NA
0,8,2,SteaGles,0,WR,5,2
0,8,2,SteaGles,0,WR,NA,NA
0,8,2,SteaGles,0,RB,4,12
0,8,2,SteaGles,0,QB,16,18
0,8,2,Die Ubermanner,1,QB,20,12
0,8,2,Die Ubermanner,1,WR,11,0
0,8,2,Die Ubermanner,1,WR,11,6
0,8,2,Die Ubermanner,1,WR,8,15
0,8,2,Die Ubermanner,1,RB,9,20
0,8,2,Die Ubermanner,1,RB,5,5
0,8,2,Die Ubermanner,1,TE,8,0
0,8,2,Die Ubermanner,1,K,9,10
0,8,2,Die Ubermanner,1,DEF,11,33
0,8,2,Die Ubermanner,0,RB,NA,NA
0,8,2,Die Ubermanner,0,RB,NA,NA
0,8,2,Die Ubermanner,0,RB,NA,NA
0,8,2,Die Ubermanner,0,TE,0,0
0,8,2,Die Ubermanner,0,WR,7,7
0,8,2,Die Ubermanner,0,RB,5,3
0,8,3,Demo Demolishers,1,QB,21,19
0,8,3,Demo Demolishers,1,WR,8,14
0,8,3,Demo Demolishers,1,WR,9,6
0,8,3,Demo Demolishers,1,WR,11,7
0,8,3,Demo Demolishers,1,RB,7,4
0,8,3,Demo Demolishers,1,RB,8,3
0,8,3,Demo Demolishers,1,TE,8,1
0,8,3,Demo Demolishers,1,K,10,14
0,8,3,Demo Demolishers,1,DEF,7,0
0,8,3,Demo Demolishers,0,RB,NA,NA
0,8,3,Demo Demolishers,0,WR,6,27
0,8,3,Demo Demolishers,0,QB,NA,NA
0,8,3,Demo Demolishers,0,WR,4,0
0,8,3,Demo Demolishers,0,WR,NA,NA
0,8,3,Demo Demolishers,0,DEF,7,24
0,8,3,Justin's Team,1,QB,18,39
0,8,3,Justin's Team,1,WR,9,4
0,8,3,Justin's Team,1,WR,10,5
0,8,3,Justin's Team,1,WR,6,27
0,8,3,Justin's Team,1,RB,12,6
0,8,3,Justin's Team,1,RB,8,7
0,8,3,Justin's Team,1,TE,8,15
0,8,3,Justin's Team,1,K,9,8
0,8,3,Justin's Team,1,DEF,9,8
0,8,3,Justin's Team,0,QB,16,19
0,8,3,Justin's Team,0,WR,0,0
0,8,3,Justin's Team,0,RB,10,10
0,8,3,Justin's Team,0,RB,3,0
0,8,3,Justin's Team,0,WR,NA,NA
0,8,3,Justin's Team,0,TE,0,0
0,8,4,Koersteel,1,QB,20,14
0,8,4,Koersteel,1,WR,14,8
0,8,4,Koersteel,1,WR,5,0
0,8,4,Koersteel,1,WR,6,2
0,8,4,Koersteel,1,RB,12,13
0,8,4,Koersteel,1,RB,9,4
0,8,4,Koersteel,1,TE,10,9
0,8,4,Koersteel,1,K,7,2
0,8,4,Koersteel,1,DEF,7,19
0,8,4,Koersteel,0,WR,0,0
0,8,4,Koersteel,0,WR,NA,NA
0,8,4,Koersteel,0,QB,NA,NA
0,8,4,Koersteel,0,WR,3,0
0,8,4,Koersteel,0,TE,4,1
0,8,4,Koersteel,0,K,0,0
0,8,4,Dem Gulls,1,QB,25,19
0,8,4,Dem Gulls,1,WR,6,1
0,8,4,Dem Gulls,1,WR,9,2
0,8,4,Dem Gulls,1,WR,6,24
0,8,4,Dem Gulls,1,RB,14,6
0,8,4,Dem Gulls,1,RB,12,21
0,8,4,Dem Gulls,1,TE,5,4
0,8,4,Dem Gulls,1,K,10,21
0,8,4,Dem Gulls,1,DEF,9,7
0,8,4,Dem Gulls,0,QB,26,21
0,8,4,Dem Gulls,0,WR,7,1
0,8,4,Dem Gulls,0,TE,NA,NA
0,8,4,Dem Gulls,0,RB,6,7
0,8,4,Dem Gulls,0,WR,7,15
0,8,4,Dem Gulls,0,DEF,8,8
0,8,5,TheBusters,1,QB,20,13
0,8,5,TheBusters,1,WR,10,9
0,8,5,TheBusters,1,WR,10,7
0,8,5,TheBusters,1,WR,7,0
0,8,5,TheBusters,1,RB,8,4
0,8,5,TheBusters,1,RB,15,25
0,8,5,TheBusters,1,TE,5,0
0,8,5,TheBusters,1,K,8,18
0,8,5,TheBusters,1,DEF,8,16
0,8,5,TheBusters,0,WR,NA,NA
0,8,5,TheBusters,0,RB,7,4
0,8,5,TheBusters,0,WR,5,5
0,8,5,TheBusters,0,RB,5,14
0,8,5,TheBusters,0,K,NA,NA
0,8,5,TheBusters,0,DEF,NA,NA
0,8,5,Flashed Past,1,QB,21,22
0,8,5,Flashed Past,1,WR,9,15
0,8,5,Flashed Past,1,WR,9,30
0,8,5,Flashed Past,1,WR,6,6
0,8,5,Flashed Past,1,RB,9,3
0,8,5,Flashed Past,1,RB,15,26
0,8,5,Flashed Past,1,TE,7,6
0,8,5,Flashed Past,1,K,9,5
0,8,5,Flashed Past,1,DEF,12,16
0,8,5,Flashed Past,0,WR,NA,NA
0,8,5,Flashed Past,0,WR,NA,NA
0,8,5,Flashed Past,0,QB,NA,NA
0,8,5,Flashed Past,0,TE,NA,NA
0,8,5,Flashed Past,0,RB,NA,NA
0,8,5,Flashed Past,0,RB,0,0
0,8,6,Tungahoo,1,QB,23,13
0,8,6,Tungahoo,1,WR,7,3
0,8,6,Tungahoo,1,WR,7,3
0,8,6,Tungahoo,1,WR,5,0
0,8,6,Tungahoo,1,RB,16,10
0,8,6,Tungahoo,1,RB,9,9
0,8,6,Tungahoo,1,TE,6,2
0,8,6,Tungahoo,1,K,8,11
0,8,6,Tungahoo,1,DEF,10,10
0,8,6,Tungahoo,0,WR,NA,NA
0,8,6,Tungahoo,0,RB,NA,NA
0,8,6,Tungahoo,0,QB,19,0
0,8,6,Tungahoo,0,RB,7,3
0,8,6,Tungahoo,0,K,NA,NA
0,8,6,Tungahoo,0,DEF,10,26
0,8,6,Rochambeau,1,QB,22,11
0,8,6,Rochambeau,1,WR,16,7
0,8,6,Rochambeau,1,WR,9,6
0,8,6,Rochambeau,1,WR,7,14
0,8,6,Rochambeau,1,RB,7,9
0,8,6,Rochambeau,1,RB,9,7
0,8,6,Rochambeau,1,TE,8,8
0,8,6,Rochambeau,1,K,7,7
0,8,6,Rochambeau,1,DEF,8,7
0,8,6,Rochambeau,0,WR,NA,NA
0,8,6,Rochambeau,0,RB,NA,NA
0,8,6,Rochambeau,0,RB,7,9
0,8,6,Rochambeau,0,QB,NA,NA
0,8,6,Rochambeau,0,WR,5,11
0,8,6,Rochambeau,0,TE,4,20
0,9,1,Soccer Team,1,QB,24,29
0,9,1,Soccer Team,1,WR,8,8
0,9,1,Soccer Team,1,WR,8,4
0,9,1,Soccer Team,1,WR,7,7
0,9,1,Soccer Team,1,RB,9,8
0,9,1,Soccer Team,1,RB,2,1
0,9,1,Soccer Team,1,TE,6,7
0,9,1,Soccer Team,1,K,10,9
0,9,1,Soccer Team,1,DEF,11,11
0,9,1,Soccer Team,0,TE,NA,NA
0,9,1,Soccer Team,0,WR,7,7
0,9,1,Soccer Team,0,RB,NA,NA
0,9,1,Soccer Team,0,WR,0,0
0,9,1,Soccer Team,0,RB,NA,NA
0,9,1,Soccer Team,0,DEF,12,7
0,9,1,Rochambeau,1,QB,13,32
0,9,1,Rochambeau,1,WR,8,13
0,9,1,Rochambeau,1,WR,7,24
0,9,1,Rochambeau,1,WR,6,5
0,9,1,Rochambeau,1,RB,7,7
0,9,1,Rochambeau,1,RB,7,10
0,9,1,Rochambeau,1,TE,3,1
0,9,1,Rochambeau,1,K,7,15
0,9,1,Rochambeau,1,DEF,8,6
0,9,1,Rochambeau,0,TE,NA,NA
0,9,1,Rochambeau,0,QB,NA,NA
0,9,1,Rochambeau,0,WR,NA,NA
0,9,1,Rochambeau,0,WR,6,5
0,9,1,Rochambeau,0,RB,7,-4
0,9,1,Rochambeau,0,WR,6,9
0,9,2,SteaGles,1,QB,16,31
0,9,2,SteaGles,1,WR,11,7
0,9,2,SteaGles,1,WR,7,3
0,9,2,SteaGles,1,WR,4,0
0,9,2,SteaGles,1,RB,7,1
0,9,2,SteaGles,1,RB,8,23
0,9,2,SteaGles,1,TE,10,13
0,9,2,SteaGles,1,K,7,5
0,9,2,SteaGles,1,DEF,11,-2
0,9,2,SteaGles,0,WR,NA,NA
0,9,2,SteaGles,0,WR,NA,NA
0,9,2,SteaGles,0,QB,NA,NA
0,9,2,SteaGles,0,RB,5,2
0,9,2,SteaGles,0,RB,6,4
0,9,2,SteaGles,0,DEF,NA,NA
0,9,2,Koersteel,1,QB,21,17
0,9,2,Koersteel,1,WR,9,0
0,9,2,Koersteel,1,WR,3,14
0,9,2,Koersteel,1,WR,5,1
0,9,2,Koersteel,1,RB,NA,NA
0,9,2,Koersteel,1,RB,7,14
0,9,2,Koersteel,1,TE,0,0
0,9,2,Koersteel,1,K,8,11
0,9,2,Koersteel,1,DEF,7,7
0,9,2,Koersteel,0,WR,NA,NA
0,9,2,Koersteel,0,WR,7,12
0,9,2,Koersteel,0,QB,16,38
0,9,2,Koersteel,0,WR,6,3
0,9,2,Koersteel,0,TE,4,-3
0,9,2,Koersteel,0,K,0,0
0,9,3,Demo Demolishers,1,QB,20,23
0,9,3,Demo Demolishers,1,WR,7,20
0,9,3,Demo Demolishers,1,WR,11,13
0,9,3,Demo Demolishers,1,WR,6,3
0,9,3,Demo Demolishers,1,RB,7,7
0,9,3,Demo Demolishers,1,RB,14,21
0,9,3,Demo Demolishers,1,TE,6,14
0,9,3,Demo Demolishers,1,K,8,7
0,9,3,Demo Demolishers,1,DEF,11,14
0,9,3,Demo Demolishers,0,WR,NA,NA
0,9,3,Demo Demolishers,0,RB,5,20
0,9,3,Demo Demolishers,0,QB,13,14
0,9,3,Demo Demolishers,0,WR,5,1
0,9,3,Demo Demolishers,0,K,NA,NA
0,9,3,Demo Demolishers,0,DEF,7,7
0,9,3,Flashed Past,1,QB,17,17
0,9,3,Flashed Past,1,WR,10,4
0,9,3,Flashed Past,1,WR,8,14
0,9,3,Flashed Past,1,WR,7,7
0,9,3,Flashed Past,1,RB,7,8
0,9,3,Flashed Past,1,RB,8,7
0,9,3,Flashed Past,1,TE,7,0
0,9,3,Flashed Past,1,K,NA,NA
0,9,3,Flashed Past,1,DEF,12,16
0,9,3,Flashed Past,0,RB,16,15
0,9,3,Flashed Past,0,WR,6,5
0,9,3,Flashed Past,0,QB,12,5
0,9,3,Flashed Past,0,WR,7,19
0,9,3,Flashed Past,0,TE,NA,NA
0,9,3,Flashed Past,0,RB,3,1
0,9,3,Flashed Past,0,K,8,8
0,9,4,Die Ubermanner,1,QB,15,6
0,9,4,Die Ubermanner,1,WR,11,12
0,9,4,Die Ubermanner,1,WR,11,1
0,9,4,Die Ubermanner,1,WR,8,11
0,9,4,Die Ubermanner,1,RB,0,0
0,9,4,Die Ubermanner,1,RB,7,3
0,9,4,Die Ubermanner,1,TE,6,3
0,9,4,Die Ubermanner,1,K,10,5
0,9,4,Die Ubermanner,1,DEF,8,6
0,9,4,Die Ubermanner,0,TE,0,0
0,9,4,Die Ubermanner,0,RB,6,7
0,9,4,Die Ubermanner,0,RB,NA,NA
0,9,4,Die Ubermanner,0,WR,NA,NA
0,9,4,Die Ubermanner,0,RB,6,9
0,9,4,Die Ubermanner,0,TE,0,0
0,9,4,Tungahoo,1,QB,24,24
0,9,4,Tungahoo,1,WR,7,2
0,9,4,Tungahoo,1,WR,7,9
0,9,4,Tungahoo,1,WR,7,5
0,9,4,Tungahoo,1,RB,9,7
0,9,4,Tungahoo,1,RB,10,1
0,9,4,Tungahoo,1,TE,6,2
0,9,4,Tungahoo,1,K,8,3
0,9,4,Tungahoo,1,DEF,9,21
0,9,4,Tungahoo,0,WR,3,1
0,9,4,Tungahoo,0,RB,NA,NA
0,9,4,Tungahoo,0,QB,16,2
0,9,4,Tungahoo,0,RB,4,1
0,9,4,Tungahoo,0,K,9,4
0,9,4,Tungahoo,0,DEF,4,-2
0,9,5,Justin's Team,1,QB,16,28
0,9,5,Justin's Team,1,WR,10,5
0,9,5,Justin's Team,1,WR,9,18
0,9,5,Justin's Team,1,WR,6,8
0,9,5,Justin's Team,1,RB,10,5
0,9,5,Justin's Team,1,RB,9,0
0,9,5,Justin's Team,1,TE,9,5
0,9,5,Justin's Team,1,K,NA,NA
0,9,5,Justin's Team,1,DEF,9,9
0,9,5,Justin's Team,0,WR,NA,NA
0,9,5,Justin's Team,0,WR,4,7
0,9,5,Justin's Team,0,RB,6,3
0,9,5,Justin's Team,0,RB,4,2
0,9,5,Justin's Team,0,TE,NA,NA
0,9,5,Justin's Team,0,QB,13,20
0,9,5,TheBusters,1,QB,19,19
0,9,5,TheBusters,1,WR,0,0
0,9,5,TheBusters,1,WR,10,6
0,9,5,TheBusters,1,WR,8,13
0,9,5,TheBusters,1,RB,8,12
0,9,5,TheBusters,1,RB,14,2
0,9,5,TheBusters,1,TE,5,7
0,9,5,TheBusters,1,K,9,13
0,9,5,TheBusters,1,DEF,9,16
0,9,5,TheBusters,0,WR,5,0
0,9,5,TheBusters,0,WR,6,13
0,9,5,TheBusters,0,RB,NA,NA
0,9,5,TheBusters,0,RB,NA,NA
0,9,5,TheBusters,0,K,8,4
0,9,5,TheBusters,0,DEF,NA,NA
0,9,6,Ken'nNat,1,QB,23,26
0,9,6,Ken'nNat,1,WR,6,8
0,9,6,Ken'nNat,1,WR,7,3
0,9,6,Ken'nNat,1,WR,6,2
0,9,6,Ken'nNat,1,RB,10,14
0,9,6,Ken'nNat,1,RB,8,17
0,9,6,Ken'nNat,1,TE,7,13
0,9,6,Ken'nNat,1,K,10,17
0,9,6,Ken'nNat,1,DEF,13,15
0,9,6,Ken'nNat,0,RB,NA,NA
0,9,6,Ken'nNat,0,RB,NA,NA
0,9,6,Ken'nNat,0,WR,NA,NA
0,9,6,Ken'nNat,0,WR,NA,NA
0,9,6,Ken'nNat,0,QB,22,22
0,9,6,Ken'nNat,0,WR,NA,NA
0,9,6,Dem Gulls,1,QB,23,31
0,9,6,Dem Gulls,1,WR,7,4
0,9,6,Dem Gulls,1,WR,6,10
0,9,6,Dem Gulls,1,WR,8,31
0,9,6,Dem Gulls,1,RB,15,5
0,9,6,Dem Gulls,1,RB,8,4
0,9,6,Dem Gulls,1,TE,6,0
0,9,6,Dem Gulls,1,K,10,5
0,9,6,Dem Gulls,1,DEF,7,8
0,9,6,Dem Gulls,0,WR,7,3
0,9,6,Dem Gulls,0,RB,7,3
0,9,6,Dem Gulls,0,RB,NA,NA
0,9,6,Dem Gulls,0,QB,NA,NA
0,9,6,Dem Gulls,0,WR,6,2
0,9,6,Dem Gulls,0,DEF,NA,NA
0,10,1,Soccer Team,1,QB,21,11
0,10,1,Soccer Team,1,WR,7,21
0,10,1,Soccer Team,1,WR,7,16
0,10,1,Soccer Team,1,WR,8,6
0,10,1,Soccer Team,1,RB,7,5
0,10,1,Soccer Team,1,RB,8,7
0,10,1,Soccer Team,1,TE,10,7
0,10,1,Soccer Team,1,K,8,10
0,10,1,Soccer Team,1,DEF,12,8
0,10,1,Soccer Team,0,WR,NA,NA
0,10,1,Soccer Team,0,WR,0,0
0,10,1,Soccer Team,0,RB,7,7
0,10,1,Soccer Team,0,RB,6,14
0,10,1,Soccer Team,0,RB,7,21
0,10,1,Soccer Team,0,K,NA,NA
0,10,1,Demo Demolishers,1,QB,20,17
0,10,1,Demo Demolishers,1,WR,15,5
0,10,1,Demo Demolishers,1,WR,6,1
0,10,1,Demo Demolishers,1,WR,7,4
0,10,1,Demo Demolishers,1,RB,17,12
0,10,1,Demo Demolishers,1,RB,6,11
0,10,1,Demo Demolishers,1,TE,6,10
0,10,1,Demo Demolishers,1,K,9,11
0,10,1,Demo Demolishers,1,DEF,8,4
0,10,1,Demo Demolishers,0,RB,0,0
0,10,1,Demo Demolishers,0,WR,NA,NA
0,10,1,Demo Demolishers,0,QB,14,21
0,10,1,Demo Demolishers,0,WR,4,1
0,10,1,Demo Demolishers,0,K,9,11
0,10,1,Demo Demolishers,0,DEF,2,0
0,10,2,SteaGles,1,QB,21,20
0,10,2,SteaGles,1,WR,9,3
0,10,2,SteaGles,1,WR,7,13
0,10,2,SteaGles,1,WR,7,3
0,10,2,SteaGles,1,RB,8,21
0,10,2,SteaGles,1,RB,5,12
0,10,2,SteaGles,1,TE,6,0
0,10,2,SteaGles,1,K,7,8
0,10,2,SteaGles,1,DEF,8,1
0,10,2,SteaGles,0,RB,7,12
0,10,2,SteaGles,0,QB,17,1
0,10,2,SteaGles,0,TE,NA,NA
0,10,2,SteaGles,0,RB,6,5
0,10,2,SteaGles,0,WR,0,0
0,10,2,SteaGles,0,RB,5,1
0,10,2,Tungahoo,1,QB,22,13
0,10,2,Tungahoo,1,WR,6,8
0,10,2,Tungahoo,1,WR,7,10
0,10,2,Tungahoo,1,WR,6,15
0,10,2,Tungahoo,1,RB,11,33
0,10,2,Tungahoo,1,RB,19,11
0,10,2,Tungahoo,1,TE,6,6
0,10,2,Tungahoo,1,K,9,7
0,10,2,Tungahoo,1,DEF,9,10
0,10,2,Tungahoo,0,RB,6,1
0,10,2,Tungahoo,0,WR,3,0
0,10,2,Tungahoo,0,QB,0,0
0,10,2,Tungahoo,0,RB,NA,NA
0,10,2,Tungahoo,0,K,8,4
0,10,2,Tungahoo,0,DEF,NA,NA
0,10,3,Die Ubermanner,1,QB,20,30
0,10,3,Die Ubermanner,1,WR,7,0
0,10,3,Die Ubermanner,1,WR,7,24
0,10,3,Die Ubermanner,1,WR,7,7
0,10,3,Die Ubermanner,1,RB,15,4
0,10,3,Die Ubermanner,1,RB,8,4
0,10,3,Die Ubermanner,1,TE,0,0
0,10,3,Die Ubermanner,1,K,8,11
0,10,3,Die Ubermanner,1,DEF,13,16
0,10,3,Die Ubermanner,0,WR,0,0
0,10,3,Die Ubermanner,0,RB,8,25
0,10,3,Die Ubermanner,0,WR,NA,NA
0,10,3,Die Ubermanner,0,RB,6,5
0,10,3,Die Ubermanner,0,TE,0,0
0,10,3,Die Ubermanner,0,RB,NA,NA
0,10,3,Dem Gulls,1,QB,25,30
0,10,3,Dem Gulls,1,WR,7,1
0,10,3,Dem Gulls,1,WR,8,2
0,10,3,Dem Gulls,1,WR,8,14
0,10,3,Dem Gulls,1,RB,13,3
0,10,3,Dem Gulls,1,RB,7,8
0,10,3,Dem Gulls,1,TE,7,0
0,10,3,Dem Gulls,1,K,8,4
0,10,3,Dem Gulls,1,DEF,13,8
0,10,3,Dem Gulls,0,WR,6,4
0,10,3,Dem Gulls,0,WR,NA,NA
0,10,3,Dem Gulls,0,RB,NA,NA
0,10,3,Dem Gulls,0,RB,NA,NA
0,10,3,Dem Gulls,0,QB,NA,NA
0,10,3,Dem Gulls,0,K,NA,NA
0,10,4,Justin's Team,1,QB,21,25
0,10,4,Justin's Team,1,WR,10,9
0,10,4,Justin's Team,1,WR,5,1
0,10,4,Justin's Team,1,WR,7,16
0,10,4,Justin's Team,1,RB,10,0
0,10,4,Justin's Team,1,RB,5,5
0,10,4,Justin's Team,1,TE,7,14
0,10,4,Justin's Team,1,K,9,4
0,10,4,Justin's Team,1,DEF,6,19
0,10,4,Justin's Team,0,WR,NA,NA
0,10,4,Justin's Team,0,WR,NA,NA
0,10,4,Justin's Team,0,RB,NA,NA
0,10,4,Justin's Team,0,RB,4,3
0,10,4,Justin's Team,0,TE,2,7
0,10,4,Justin's Team,0,QB,13,17
0,10,4,Flashed Past,1,QB,18,20
0,10,4,Flashed Past,1,WR,8,4
0,10,4,Flashed Past,1,WR,7,13
0,10,4,Flashed Past,1,WR,9,13
0,10,4,Flashed Past,1,RB,6,15
0,10,4,Flashed Past,1,RB,7,10
0,10,4,Flashed Past,1,TE,6,1
0,10,4,Flashed Past,1,K,9,10
0,10,4,Flashed Past,1,DEF,8,7
0,10,4,Flashed Past,0,WR,7,3
0,10,4,Flashed Past,0,RB,0,0
0,10,4,Flashed Past,0,WR,6,3
0,10,4,Flashed Past,0,QB,14,18
0,10,4,Flashed Past,0,TE,2,3
0,10,4,Flashed Past,0,RB,1,8
0,10,5,Ken'nNat,1,QB,19,22
0,10,5,Ken'nNat,1,WR,6,2
0,10,5,Ken'nNat,1,WR,9,7
0,10,5,Ken'nNat,1,WR,9,13
0,10,5,Ken'nNat,1,RB,7,0
0,10,5,Ken'nNat,1,RB,10,0
0,10,5,Ken'nNat,1,TE,7,9
0,10,5,Ken'nNat,1,K,10,17
0,10,5,Ken'nNat,1,DEF,12,14
0,10,5,Ken'nNat,0,RB,6,5
0,10,5,Ken'nNat,0,RB,NA,NA
0,10,5,Ken'nNat,0,WR,4,6
0,10,5,Ken'nNat,0,RB,0,0
0,10,5,Ken'nNat,0,QB,NA,NA
0,10,5,Ken'nNat,0,WR,0,0
0,10,5,Rochambeau,1,QB,14,18
0,10,5,Rochambeau,1,WR,17,4
0,10,5,Rochambeau,1,WR,7,2
0,10,5,Rochambeau,1,WR,8,10
0,10,5,Rochambeau,1,RB,7,9
0,10,5,Rochambeau,1,RB,5,5
0,10,5,Rochambeau,1,TE,7,3
0,10,5,Rochambeau,1,K,7,10
0,10,5,Rochambeau,1,DEF,7,-4
